Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002317,male,yes,3+,graduate,no,81000,0.0,360.0,360.0,0.0,rural,N
LP002318,female,no,1,not graduate,yes,3867,0.0,62.0,360.0,1.0,semiurban,N
LP002319,male,yes,0,graduate,no,6256,0.0,160.0,360.0,1.0,urban,Y
LP002328,male,yes,0,not graduate,no,6096,0.0,218.0,360.0,0.0,rural,N
LP002332,male,yes,0,not graduate,no,2253,2033.0,110.0,360.0,1.0,rural,Y
LP002335,female,yes,0,not graduate,no,2149,3237.0,178.0,360.0,0.0,semiurban,N
LP002337,female,no,0,graduate,no,2995,0.0,60.0,360.0,1.0,urban,Y
LP002341,female,no,1,graduate,no,2600,0.0,160.0,360.0,1.0,urban,N
LP002342,male,yes,2,graduate,yes,1600,20000.0,239.0,360.0,1.0,urban,N
LP002345,male,yes,0,graduate,no,1025,2773.0,112.0,360.0,1.0,rural,Y
LP002347,male,yes,0,graduate,no,3246,1417.0,138.0,360.0,1.0,semiurban,Y
LP002348,male,yes,0,graduate,no,5829,0.0,138.0,360.0,1.0,rural,Y
LP002357,female,no,0,not graduate,no,2720,0.0,80.0,360.0,0.0,urban,N
LP002361,male,yes,0,graduate,no,1820,1719.0,100.0,360.0,1.0,urban,Y
LP002362,male,yes,1,graduate,no,7250,1667.0,110.0,360.0,0.0,urban,N
LP002364,male,yes,0,graduate,no,14880,0.0,96.0,360.0,1.0,semiurban,Y
LP002366,male,yes,0,graduate,no,2666,4300.0,121.0,360.0,1.0,rural,Y
LP002367,female,no,1,not graduate,no,4606,0.0,81.0,360.0,1.0,rural,N
LP002368,male,yes,2,graduate,no,5935,0.0,133.0,360.0,1.0,semiurban,Y
LP002369,male,yes,0,graduate,no,2920,16.12000084,87.0,360.0,1.0,rural,Y
LP002370,male,no,0,not graduate,no,2717,0.0,60.0,180.0,1.0,urban,Y
LP002377,female,no,1,graduate,yes,8624,0.0,150.0,360.0,1.0,semiurban,Y
LP002379,male,no,0,graduate,no,6500,0.0,105.0,360.0,0.0,rural,N
LP002386,male,no,0,graduate,no,12876,0.0,405.0,360.0,1.0,semiurban,Y
LP002387,male,yes,0,graduate,no,2425,2340.0,143.0,360.0,1.0,semiurban,Y
LP002390,male,no,0,graduate,no,3750,0.0,100.0,360.0,1.0,urban,Y
LP002393,female,yes,0,graduate,no,10047,0.0,128.0,240.0,1.0,semiurban,Y
LP002398,male,no,0,graduate,no,1926,1851.0,50.0,360.0,1.0,semiurban,Y
LP002401,male,yes,0,graduate,no,2213,1125.0,128.0,360.0,1.0,urban,Y
LP002403,male,no,0,graduate,yes,10416,0.0,187.0,360.0,0.0,urban,N
LP002407,female,yes,0,not graduate,yes,7142,0.0,138.0,360.0,1.0,rural,Y
LP002408,male,no,0,graduate,no,3660,5064.0,187.0,360.0,1.0,semiurban,Y
LP002409,male,yes,0,graduate,no,7901,1833.0,180.0,360.0,1.0,rural,Y
LP002418,male,no,3+,not graduate,no,4707,1993.0,148.0,360.0,1.0,semiurban,Y
LP002422,male,no,1,graduate,no,37719,0.0,152.0,360.0,1.0,semiurban,Y
LP002424,male,yes,0,graduate,no,7333,8333.0,175.0,300.0,1.0,rural,Y
LP002429,male,yes,1,graduate,yes,3466,1210.0,130.0,360.0,1.0,rural,Y
LP002434,male,yes,2,not graduate,no,4652,0.0,110.0,360.0,1.0,rural,Y
LP002435,male,yes,0,graduate,no,3539,1376.0,55.0,360.0,1.0,rural,N
LP002443,male,yes,2,graduate,no,3340,1710.0,150.0,360.0,0.0,rural,N
LP002444,male,no,1,not graduate,yes,2769,1542.0,190.0,360.0,1.0,semiurban,N
LP002446,male,yes,2,not graduate,no,2309,1255.0,125.0,360.0,0.0,rural,N
LP002447,male,yes,2,not graduate,no,1958,1456.0,60.0,300.0,1.0,urban,Y
LP002448,male,yes,0,graduate,no,3948,1733.0,149.0,360.0,0.0,rural,N
LP002449,male,yes,0,graduate,no,2483,2466.0,90.0,180.0,0.0,rural,Y
LP002453,male,no,0,graduate,yes,7085,0.0,84.0,360.0,1.0,semiurban,Y
LP002455,male,yes,2,graduate,no,3859,0.0,96.0,360.0,1.0,semiurban,Y
LP002459,male,yes,0,graduate,no,4301,0.0,118.0,360.0,1.0,urban,Y
LP002467,male,yes,0,graduate,no,3708,2569.0,173.0,360.0,1.0,urban,N
LP002472,male,no,2,graduate,no,4354,0.0,136.0,360.0,1.0,rural,Y
LP002473,male,yes,0,graduate,no,8334,0.0,160.0,360.0,1.0,semiurban,N
LP002478,male,yes,0,graduate,yes,2083,4083.0,160.0,360.0,1.0,semiurban,Y
LP002484,male,yes,3+,graduate,no,7740,0.0,128.0,180.0,1.0,urban,Y
LP002487,male,yes,0,graduate,no,3015,2188.0,153.0,360.0,1.0,rural,Y
LP002489,female,no,1,not graduate,no,5191,0.0,132.0,360.0,1.0,semiurban,Y
LP002493,male,no,0,graduate,no,4166,0.0,98.0,360.0,0.0,semiurban,N
LP002494,male,no,0,graduate,no,6000,0.0,140.0,360.0,1.0,rural,Y
LP002500,male,yes,3+,not graduate,no,2947,1664.0,70.0,180.0,0.0,urban,N
LP002501,male,yes,0,graduate,no,16692,0.0,110.0,360.0,1.0,semiurban,Y
LP002502,female,yes,2,not graduate,no,210,2917.0,98.0,360.0,1.0,semiurban,Y
LP002505,male,yes,0,graduate,no,4333,2451.0,110.0,360.0,1.0,urban,N
LP002515,male,yes,1,graduate,yes,3450,2079.0,162.0,360.0,1.0,semiurban,Y
LP002517,male,yes,1,not graduate,no,2653,1500.0,113.0,180.0,0.0,rural,N
LP002519,male,yes,3+,graduate,no,4691,0.0,100.0,360.0,1.0,semiurban,Y
LP002522,female,no,0,graduate,yes,2500,0.0,93.0,360.0,1.0,urban,Y
LP002524,male,no,2,graduate,no,5532,4648.0,162.0,360.0,1.0,rural,Y
LP002527,male,yes,2,graduate,yes,16525,1014.0,150.0,360.0,1.0,rural,Y
LP002529,male,yes,2,graduate,no,6700,1750.0,230.0,300.0,1.0,semiurban,Y
LP002530,male,yes,2,graduate,no,2873,1872.0,132.0,360.0,0.0,semiurban,N
LP002531,male,yes,1,graduate,yes,16667,2250.0,86.0,360.0,1.0,semiurban,Y
LP002533,male,yes,2,graduate,no,2947,1603.0,128.0,360.0,1.0,urban,N
LP002534,female,no,0,not graduate,no,4350,0.0,154.0,360.0,1.0,rural,Y
LP002536,male,yes,3+,not graduate,no,3095,0.0,113.0,360.0,1.0,rural,Y
LP002537,male,yes,0,graduate,no,2083,3150.0,128.0,360.0,1.0,semiurban,Y
LP002541,male,yes,0,graduate,no,10833,0.0,234.0,360.0,1.0,semiurban,Y
LP002543,male,yes,2,graduate,no,8333,0.0,246.0,360.0,1.0,semiurban,Y
LP002544,male,yes,1,not graduate,no,1958,2436.0,131.0,360.0,1.0,rural,Y
LP002545,male,no,2,graduate,no,3547,0.0,80.0,360.0,0.0,rural,N
LP002547,male,yes,1,graduate,no,18333,0.0,500.0,360.0,1.0,urban,N
LP002555,male,yes,2,graduate,yes,4583,2083.0,160.0,360.0,1.0,semiurban,Y
LP002556,male,no,0,graduate,no,2435,0.0,75.0,360.0,1.0,urban,N
LP002560,male,no,0,not graduate,no,2699,2785.0,96.0,360.0,1.0,semiurban,Y
LP002562,male,yes,1,not graduate,no,5333,1131.0,186.0,360.0,1.0,urban,Y
LP002571,male,no,0,not graduate,no,3691,0.0,110.0,360.0,1.0,rural,Y
LP002582,female,no,0,not graduate,yes,17263,0.0,225.0,360.0,1.0,semiurban,Y
LP002585,male,yes,0,graduate,no,3597,2157.0,119.0,360.0,0.0,rural,N
LP002586,female,yes,1,graduate,no,3326,913.0,105.0,84.0,1.0,semiurban,Y
LP002587,male,yes,0,not graduate,no,2600,1700.0,107.0,360.0,1.0,rural,Y
LP002588,male,yes,0,graduate,no,4625,2857.0,111.0,12.0,1.0,urban,Y
LP002600,male,yes,1,graduate,yes,2895,0.0,95.0,360.0,1.0,semiurban,Y
LP002602,male,no,0,graduate,no,6283,4416.0,209.0,360.0,0.0,rural,N
LP002603,female,no,0,graduate,no,645,3683.0,113.0,480.0,1.0,rural,Y
LP002606,female,no,0,graduate,no,3159,0.0,100.0,360.0,1.0,semiurban,Y
LP002615,male,yes,2,graduate,no,4865,5624.0,208.0,360.0,1.0,semiurban,Y
LP002618,male,yes,1,not graduate,no,4050,5302.0,138.0,360.0,1.0,rural,N
LP002619,male,yes,0,not graduate,no,3814,1483.0,124.0,300.0,1.0,semiurban,Y
LP002622,male,yes,2,graduate,no,3510,4416.0,243.0,360.0,1.0,rural,Y
LP002624,male,yes,0,graduate,no,20833,6667.0,480.0,360.0,1.0,urban,Y
LP002625,male,no,0,graduate,no,3583,0.0,96.0,360.0,1.0,urban,N
LP002626,male,yes,0,graduate,yes,2479,3013.0,188.0,360.0,1.0,urban,Y
LP002634,female,no,1,graduate,no,13262,0.0,40.0,360.0,1.0,urban,Y
LP002637,male,no,0,not graduate,no,3598,1287.0,100.0,360.0,1.0,rural,N
LP002640,male,yes,1,graduate,no,6065,2004.0,250.0,360.0,1.0,semiurban,Y
LP002643,male,yes,2,graduate,no,3283,2035.0,148.0,360.0,1.0,urban,Y
LP002648,male,yes,0,graduate,no,2130,6666.0,70.0,180.0,1.0,semiurban,N
LP002652,male,no,0,graduate,no,5815,3666.0,311.0,360.0,1.0,rural,N
LP002659,male,yes,3+,graduate,no,3466,3428.0,150.0,360.0,1.0,rural,Y
LP002670,female,yes,2,graduate,no,2031,1632.0,113.0,480.0,1.0,semiurban,Y
LP002682,male,yes,0,not graduate,no,3074,1800.0,123.0,360.0,0.0,semiurban,N
LP002683,male,no,0,graduate,no,4683,1915.0,185.0,360.0,1.0,semiurban,N
LP002684,female,no,0,not graduate,no,3400,0.0,95.0,360.0,1.0,rural,N
LP002689,male,yes,2,not graduate,no,2192,1742.0,45.0,360.0,1.0,semiurban,Y
LP002690,male,no,0,graduate,no,2500,0.0,55.0,360.0,1.0,semiurban,Y
LP002692,male,yes,3+,graduate,yes,5677,1424.0,100.0,360.0,1.0,rural,Y
LP002693,male,yes,2,graduate,yes,7948,7166.0,480.0,360.0,1.0,rural,Y
LP002697,male,no,0,graduate,no,4680,2087.0,128.0,360.0,1.0,semiurban,N
LP002699,male,yes,2,graduate,yes,17500,0.0,400.0,360.0,1.0,rural,Y
LP002705,male,yes,0,graduate,no,3775,0.0,110.0,360.0,1.0,semiurban,Y
LP002706,male,yes,1,not graduate,no,5285,1430.0,161.0,360.0,0.0,semiurban,Y
LP002714,male,no,1,not graduate,no,2679,1302.0,94.0,360.0,1.0,semiurban,Y
LP002716,male,no,0,not graduate,no,6783,0.0,130.0,360.0,1.0,semiurban,Y
LP002717,male,yes,0,graduate,no,1025,5500.0,216.0,360.0,1.0,rural,Y
LP002720,male,yes,3+,graduate,no,4281,0.0,100.0,360.0,1.0,urban,Y
LP002723,male,no,2,graduate,no,3588,0.0,110.0,360.0,0.0,rural,N
LP002729,male,no,1,graduate,no,11250,0.0,196.0,360.0,1.0,semiurban,N
LP002731,female,no,0,not graduate,yes,18165,0.0,125.0,360.0,1.0,urban,Y
LP002732,male,no,0,not graduate,no,2550,2042.0,126.0,360.0,1.0,rural,Y
LP002734,male,yes,0,graduate,no,6133,3906.0,324.0,360.0,1.0,urban,Y
LP002738,male,no,2,graduate,no,3617,0.0,107.0,360.0,1.0,semiurban,Y
LP002739,male,yes,0,not graduate,no,2917,536.0,66.0,360.0,1.0,rural,N
LP002740,male,yes,3+,graduate,no,6417,0.0,157.0,180.0,1.0,rural,Y
LP002741,female,yes,1,graduate,no,4608,2845.0,140.0,180.0,1.0,semiurban,Y
LP002743,female,no,0,graduate,no,2138,0.0,99.0,360.0,0.0,semiurban,N
LP002753,female,no,1,graduate,no,3652,0.0,95.0,360.0,1.0,semiurban,Y
LP002755,male,yes,1,not graduate,no,2239,2524.0,128.0,360.0,1.0,urban,Y
LP002757,female,yes,0,not graduate,no,3017,663.0,102.0,360.0,1.0,semiurban,Y
LP002767,male,yes,0,graduate,no,2768,1950.0,155.0,360.0,1.0,rural,Y
LP002768,male,no,0,not graduate,no,3358,0.0,80.0,36.0,1.0,semiurban,N
LP002772,male,no,0,graduate,no,2526,1783.0,145.0,360.0,1.0,rural,Y
LP002776,female,no,0,graduate,no,5000,0.0,103.0,360.0,0.0,semiurban,N
LP002777,male,yes,0,graduate,no,2785,2016.0,110.0,360.0,1.0,rural,Y
LP002778,male,yes,2,graduate,yes,6633,0.0,128.0,360.0,0.0,rural,N
LP002784,male,yes,1,not graduate,no,2492,2375.0,128.0,360.0,1.0,rural,Y
LP002785,male,yes,1,graduate,no,3333,3250.0,158.0,360.0,1.0,urban,Y
LP002788,male,yes,0,not graduate,no,2454,2333.0,181.0,360.0,0.0,urban,N
LP002789,male,yes,0,graduate,no,3593,4266.0,132.0,180.0,0.0,rural,N
LP002792,male,yes,1,graduate,no,5468,1032.0,26.0,360.0,1.0,semiurban,Y
LP002794,female,no,0,graduate,no,2667,1625.0,84.0,360.0,1.0,urban,Y
LP002795,male,yes,3+,graduate,yes,10139,0.0,260.0,360.0,1.0,semiurban,Y
LP002798,male,yes,0,graduate,no,3887,2669.0,162.0,360.0,1.0,semiurban,Y
LP002804,female,yes,0,graduate,no,4180,2306.0,182.0,360.0,1.0,semiurban,Y
LP002807,male,yes,2,not graduate,no,3675,242.0,108.0,360.0,1.0,semiurban,Y
LP002813,female,yes,1,graduate,yes,19484,0.0,600.0,360.0,1.0,semiurban,Y
LP002820,male,yes,0,graduate,no,5923,2054.0,211.0,360.0,1.0,rural,Y
LP002821,male,no,0,not graduate,yes,5800,0.0,132.0,360.0,1.0,semiurban,Y
LP002832,male,yes,2,graduate,no,8799,0.0,258.0,360.0,0.0,urban,N
LP002833,male,yes,0,not graduate,no,4467,0.0,120.0,360.0,1.0,rural,Y
LP002836,male,no,0,graduate,no,3333,0.0,70.0,360.0,1.0,urban,Y
LP002837,male,yes,3+,graduate,no,3400,2500.0,123.0,360.0,0.0,rural,N
LP002840,female,no,0,graduate,no,2378,0.0,9.0,360.0,1.0,urban,N
LP002841,male,yes,0,graduate,no,3166,2064.0,104.0,360.0,0.0,urban,N
LP002842,male,yes,1,graduate,no,3417,1750.0,186.0,360.0,1.0,urban,Y
LP002847,male,yes,0,graduate,no,5116,1451.0,165.0,360.0,0.0,urban,N
LP002855,male,yes,2,graduate,no,16666,0.0,275.0,360.0,1.0,urban,Y
LP002862,male,yes,2,not graduate,no,6125,1625.0,187.0,480.0,1.0,semiurban,N
LP002863,male,yes,3+,graduate,no,6406,0.0,150.0,360.0,1.0,semiurban,N
LP002868,male,yes,2,graduate,no,3159,461.0,108.0,84.0,1.0,urban,Y
LP002872,male,yes,0,graduate,no,3087,2210.0,136.0,360.0,0.0,semiurban,N
LP002874,male,no,0,graduate,no,3229,2739.0,110.0,360.0,1.0,urban,Y
LP002877,male,yes,1,graduate,no,1782,2232.0,107.0,360.0,1.0,rural,Y
LP002888,male,no,0,graduate,no,3182,2917.0,161.0,360.0,1.0,urban,Y
LP002892,male,yes,2,graduate,no,6540,0.0,205.0,360.0,1.0,semiurban,Y
LP002893,male,no,0,graduate,no,1836,33837.0,90.0,360.0,1.0,urban,N
LP002894,female,yes,0,graduate,no,3166,0.0,36.0,360.0,1.0,semiurban,Y
LP002898,male,yes,1,graduate,no,1880,0.0,61.0,360.0,1.0,rural,N
LP002911,male,yes,1,graduate,no,2787,1917.0,146.0,360.0,0.0,rural,N
LP002912,male,yes,1,graduate,no,4283,3000.0,172.0,84.0,1.0,rural,N
LP002916,male,yes,0,graduate,no,2297,1522.0,104.0,360.0,1.0,urban,Y
LP002917,female,no,0,not graduate,no,2165,0.0,70.0,360.0,1.0,semiurban,Y
LP002925,male,no,0,graduate,no,4750,0.0,94.0,360.0,1.0,semiurban,Y
LP002926,male,yes,2,graduate,yes,2726,0.0,106.0,360.0,0.0,semiurban,N
LP002928,male,yes,0,graduate,no,3000,3416.0,56.0,180.0,1.0,semiurban,Y
LP002931,male,yes,2,graduate,yes,6000,0.0,205.0,240.0,1.0,semiurban,N
LP002933,male,no,3+,graduate,yes,9357,0.0,292.0,360.0,1.0,semiurban,Y
LP002936,male,yes,0,graduate,no,3859,3300.0,142.0,180.0,1.0,rural,Y
LP002938,male,yes,0,graduate,yes,16120,0.0,260.0,360.0,1.0,urban,Y
LP002940,male,no,0,not graduate,no,3833,0.0,110.0,360.0,1.0,rural,Y
LP002941,male,yes,2,not graduate,yes,6383,1000.0,187.0,360.0,1.0,rural,N
LP002943,male,no,0,graduate,no,2987,0.0,88.0,360.0,0.0,semiurban,N
LP002945,male,yes,0,graduate,yes,9963,0.0,180.0,360.0,1.0,rural,Y
LP002948,male,yes,2,graduate,no,5780,0.0,192.0,360.0,1.0,urban,Y
LP002949,female,no,3+,graduate,no,416,41667.0,350.0,180.0,1.0,urban,N
LP002950,male,yes,0,not graduate,no,2894,2792.0,155.0,360.0,1.0,rural,Y
LP002953,male,yes,3+,graduate,no,5703,0.0,128.0,360.0,1.0,urban,Y
LP002958,male,no,0,graduate,no,3676,4301.0,172.0,360.0,1.0,rural,Y
LP002959,female,yes,1,graduate,no,12000,0.0,496.0,360.0,1.0,semiurban,Y
LP002960,male,yes,0,not graduate,no,2400,3800.0,128.0,180.0,1.0,urban,N
LP002961,male,yes,1,graduate,no,3400,2500.0,173.0,360.0,1.0,semiurban,Y
LP002964,male,yes,2,not graduate,no,3987,1411.0,157.0,360.0,1.0,rural,Y
LP002974,male,yes,0,graduate,no,3232,1950.0,108.0,360.0,1.0,rural,Y
LP002978,female,no,0,graduate,no,2900,0.0,71.0,360.0,1.0,rural,Y
LP002979,male,yes,3+,graduate,no,4106,0.0,40.0,180.0,1.0,rural,Y
LP002983,male,yes,1,graduate,no,8072,240.0,253.0,360.0,1.0,urban,Y
LP002984,male,yes,2,graduate,no,7583,0.0,187.0,360.0,1.0,urban,Y
LP002990,female,no,0,graduate,yes,4583,0.0,133.0,360.0,0.0,semiurban,N
